team,season,state,next_state,count,adjustment_type,poss_per_game
LAC,2024-25,LAC 2pt Made,OPP Offense Start,2295.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC Offense Start,2058.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC 2pt Made,1874.38,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP 2pt Made,1897.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,OPP Offense Start,1181.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,LAC Offense Start,1180.0,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP Turnover,1091.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC Turnover,1519.67,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,LAC Offense Start,1054.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP Offense Start,1007.0,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP 3pt Made,945.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC 3pt Made,867.47,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC OREB,748.63,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP OREB,783.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,OPP Offense Start,737.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,LAC Offense Start,717.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC FT Made,619.49,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP FT Made,650.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,LAC FT Made,545.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,OPP FT Made,485.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,LAC 2pt Made,287.09,TOV% -2%,98.8
LAC,2024-25,OPP OREB,LAC DREB,258.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,OPP 2pt Made,237.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,OPP DREB,216.03,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP DREB,170.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC DREB,166.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,LAC OREB,104.23,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,OPP DREB,104.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,LAC Turnover,144.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,LAC DREB,100.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,OPP 3pt Made,98.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,OPP OREB,98.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP FT Made,82.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,OPP Turnover,82.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,LAC 3pt Made,74.85,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC FT Made,71.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC FT Made,64.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,LAC FT Made,57.8,TOV% -2%,98.8
LAC,2024-25,OPP OREB,OPP FT Made,54.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP FT Made,45.0,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC 2pt Made,32.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,OPP DREB,29.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC DREB,28.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,LAC DREB,26.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP DREB,19.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP 2pt Made,15.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,LAC 2pt Made,15.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,OPP 2pt Made,10.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC FT Made,9.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,LAC 2pt Made,9.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,OPP 2pt Made,7.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,LAC OREB,6.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP 3pt Made,6.0,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC 3pt Made,6.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,OPP 3pt Made,5.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP Turnover,5.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,LAC 3pt Made,5.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,LAC 3pt Made,4.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,OPP Turnover,4.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,LAC OREB,4.0,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC Turnover,4.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP DREB,3.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,LAC DREB,3.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,OPP FT Made,3.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,OPP OREB,3.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,LAC FT Made,3.0,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC OREB,3.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC 2pt Made,2.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,LAC Turnover,2.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,OPP FT Made,2.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,OPP Turnover,2.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC 2pt Made,2.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,LAC 2pt Made,2.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,OPP 3pt Made,2.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP 3pt Made,1.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP OREB,1.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP Turnover,1.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC DREB,1.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,OPP DREB,1.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,OPP Turnover,1.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,OPP FT Made,1.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,OPP OREB,1.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP OREB,1.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,LAC 2pt Made,1.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,OPP OREB,1.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,OPP Turnover,1.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP 2pt Made,1.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP DREB,1.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,LAC DREB,1.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,OPP 2pt Made,1.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,LAC OREB,1.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,LAC Turnover,1.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,LAC OREB,1.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC DREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC OREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC OREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP OREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,LAC 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,LAC 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,LAC DREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,LAC FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,LAC OREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,LAC Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,OPP 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,OPP 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,OPP FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,OPP OREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,OPP Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,OPP Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,LAC Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,OPP 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,OPP 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC FT Made,OPP OREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,LAC Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,LAC OREB,OPP Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,LAC 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,LAC DREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,LAC FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,LAC OREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,LAC Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,LAC Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,OPP 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,OPP 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,OPP DREB,0.0,TOV% -2%,98.8
LAC,2024-25,LAC Turnover,OPP FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC OREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP OREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,LAC 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,LAC 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,LAC FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,LAC OREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,LAC Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,OPP 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,OPP DREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,OPP OREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,OPP Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,OPP 3pt Made,OPP Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,LAC 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,LAC 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,LAC DREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,LAC FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,LAC OREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,LAC Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,LAC Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,OPP 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,OPP 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,OPP DREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,OPP FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,OPP OREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP DREB,OPP Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,LAC 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,LAC FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,LAC Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,OPP DREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP FT Made,OPP Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,LAC Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,OPP OREB,OPP Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,LAC 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,LAC 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,LAC DREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,LAC FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,LAC Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,OPP 2pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,OPP 3pt Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,OPP DREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,OPP FT Made,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,OPP OREB,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,OPP Offense Start,0.0,TOV% -2%,98.8
LAC,2024-25,OPP Turnover,OPP Turnover,0.0,TOV% -2%,98.8
LAC,2024-25,LAC DREB,LAC Offense Start,3072.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP DREB,OPP Offense Start,2915.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC DREB,2469.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP DREB,2315.61,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP Offense Start,2295.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC Offense Start,2058.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC 2pt Made,2045.54,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP 2pt Made,1897.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Turnover,OPP Offense Start,1181.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Turnover,LAC Offense Start,1180.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP Turnover,1091.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC Turnover,1087.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 3pt Made,LAC Offense Start,1054.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP Offense Start,1007.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP 3pt Made,945.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC 3pt Made,927.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC OREB,787.85,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP OREB,783.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,OPP Offense Start,737.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP FT Made,LAC Offense Start,717.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC FT Made,662.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP FT Made,650.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,LAC FT Made,545.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP FT Made,OPP FT Made,485.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,LAC 2pt Made,309.44,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,LAC DREB,258.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,OPP 2pt Made,237.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,OPP DREB,223.4,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,OPP DREB,170.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,LAC DREB,166.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,LAC OREB,108.16,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,OPP DREB,104.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,LAC Turnover,103.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP FT Made,LAC DREB,100.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,OPP 3pt Made,98.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,OPP OREB,98.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP FT Made,82.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,OPP Turnover,82.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,LAC 3pt Made,79.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC FT Made,71.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC FT Made,64.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,LAC FT Made,61.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,OPP FT Made,54.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP FT Made,45.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC 2pt Made,32.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,OPP DREB,29.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC DREB,28.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,LAC DREB,26.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP DREB,19.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP 2pt Made,15.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,LAC 2pt Made,15.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,OPP 2pt Made,10.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC FT Made,9.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,LAC 2pt Made,9.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP FT Made,OPP 2pt Made,7.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,LAC OREB,6.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP 3pt Made,6.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC 3pt Made,6.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,OPP 3pt Made,5.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP Turnover,5.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,LAC 3pt Made,5.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,LAC 3pt Made,4.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP FT Made,OPP Turnover,4.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,LAC OREB,4.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC Turnover,4.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP DREB,3.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,LAC DREB,3.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 3pt Made,OPP FT Made,3.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP FT Made,OPP OREB,3.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,LAC FT Made,3.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Offense Start,LAC OREB,3.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC 2pt Made,2.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,LAC Turnover,2.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,OPP FT Made,2.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,OPP Turnover,2.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 2pt Made,LAC 2pt Made,2.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP FT Made,LAC 2pt Made,2.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP FT Made,OPP 3pt Made,2.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP 3pt Made,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP OREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP Turnover,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC DREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,OPP DREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC FT Made,OPP Turnover,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,OPP FT Made,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC OREB,OPP OREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Offense Start,OPP OREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Turnover,LAC 2pt Made,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Turnover,OPP OREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC Turnover,OPP Turnover,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP 2pt Made,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 2pt Made,OPP DREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 3pt Made,LAC DREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP 3pt Made,OPP 2pt Made,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP FT Made,LAC OREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP OREB,LAC Turnover,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,OPP Turnover,LAC OREB,1.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC 3pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC DREB,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC OREB,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC Offense Start,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,LAC Turnover,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP 2pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 2pt Made,OPP FT Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC 2pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC 3pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC OREB,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC Offense Start,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,LAC Turnover,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP 2pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP 3pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP FT Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP OREB,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC 3pt Made,OPP Turnover,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,LAC 2pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,LAC 3pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,LAC DREB,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,LAC FT Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,LAC OREB,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,LAC Turnover,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,OPP 2pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,OPP 3pt Made,0.0,OPP 2PT FG% -2%,98.8
LAC,2024-25,LAC DREB,OPP FT Made,0.0,OPP 2PT FG% -2%,98.8
